"B_COUNTRY_ALPHA","Q121","country"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",5,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",-1,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",1,"ARG"
"ARG",1,"ARG"
"ARG",2,"ARG"
"ARG",2,"ARG"
"ARG",2,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",2,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",-2,"ARG"
"ARG",2,"ARG"
"ARG",1,"ARG"
"ARG",2,"ARG"
"ARG",4,"ARG"
"ARG",5,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",5,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",-1,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",1,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",2,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",1,"ARG"
"ARG",1,"ARG"
"ARG",2,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",1,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",-1,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",-1,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",5,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",2,"ARG"
"ARG",1,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",1,"ARG"
"ARG",1,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",5,"ARG"
"ARG",3,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",-1,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",1,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",5,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",5,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",5,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",-1,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",-1,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",2,"ARG"
"ARG",2,"ARG"
"ARG",5,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",5,"ARG"
"ARG",5,"ARG"
"ARG",4,"ARG"
"ARG",-2,"ARG"
"ARG",3,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",1,"ARG"
"ARG",-1,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",1,"ARG"
"ARG",4,"ARG"
"ARG",1,"ARG"
"ARG",2,"ARG"
"ARG",5,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",-1,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",2,"ARG"
"ARG",-1,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",-2,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",5,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",5,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",5,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",-2,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",5,"ARG"
"ARG",2,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",5,"ARG"
"ARG",2,"ARG"
"ARG",2,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",5,"ARG"
"ARG",1,"ARG"
"ARG",1,"ARG"
"ARG",5,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",2,"ARG"
"ARG",5,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",5,"ARG"
"ARG",3,"ARG"
"ARG",5,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",5,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",5,"ARG"
"ARG",2,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",5,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",5,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",1,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",-1,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",-1,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",5,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",5,"ARG"
"ARG",1,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",5,"ARG"
"ARG",-1,"ARG"
"ARG",-1,"ARG"
"ARG",-2,"ARG"
"ARG",-1,"ARG"
"ARG",3,"ARG"
"ARG",-1,"ARG"
"ARG",-1,"ARG"
"ARG",4,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",5,"ARG"
"ARG",5,"ARG"
"ARG",3,"ARG"
"ARG",5,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",-1,"ARG"
"ARG",4,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",5,"ARG"
"ARG",2,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",1,"ARG"
"ARG",4,"ARG"
"ARG",5,"ARG"
"ARG",2,"ARG"
"ARG",1,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",5,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",4,"ARG"
"ARG",4,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",-1,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",-1,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",-1,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",3,"ARG"
"ARG",2,"ARG"
"ARG",3,"ARG"
"ARG",5,"ARG"
"ARG",1,"ARG"
"ARG",2,"ARG"
"ARM",1,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",2,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",5,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",5,"ARM"
"ARM",4,"ARM"
"ARM",4,"ARM"
"ARM",1,"ARM"
"ARM",2,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",2,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",-1,"ARM"
"ARM",-1,"ARM"
"ARM",2,"ARM"
"ARM",3,"ARM"
"ARM",2,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",1,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",4,"ARM"
"ARM",-1,"ARM"
"ARM",3,"ARM"
"ARM",2,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",5,"ARM"
"ARM",5,"ARM"
"ARM",4,"ARM"
"ARM",2,"ARM"
"ARM",5,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",5,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",5,"ARM"
"ARM",5,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",2,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",2,"ARM"
"ARM",2,"ARM"
"ARM",-1,"ARM"
"ARM",-1,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",2,"ARM"
"ARM",3,"ARM"
"ARM",5,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",2,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",5,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",-1,"ARM"
"ARM",4,"ARM"
"ARM",2,"ARM"
"ARM",5,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",2,"ARM"
"ARM",4,"ARM"
"ARM",5,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",-1,"ARM"
"ARM",5,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",5,"ARM"
"ARM",2,"ARM"
"ARM",4,"ARM"
"ARM",4,"ARM"
"ARM",1,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",1,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",4,"ARM"
"ARM",4,"ARM"
"ARM",4,"ARM"
"ARM",1,"ARM"
"ARM",3,"ARM"
"ARM",1,"ARM"
"ARM",4,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",5,"ARM"
"ARM",4,"ARM"
"ARM",-1,"ARM"
"ARM",3,"ARM"
"ARM",5,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",1,"ARM"
"ARM",2,"ARM"
"ARM",3,"ARM"
"ARM",1,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",1,"ARM"
"ARM",4,"ARM"
"ARM",5,"ARM"
"ARM",4,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",4,"ARM"
"ARM",4,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",1,"ARM"
"ARM",1,"ARM"
"ARM",2,"ARM"
"ARM",1,"ARM"
"ARM",2,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",1,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",5,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",-1,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",5,"ARM"
"ARM",2,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",2,"ARM"
"ARM",1,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",2,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",2,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",5,"ARM"
"ARM",4,"ARM"
"ARM",-1,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",5,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",5,"ARM"
"ARM",4,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",2,"ARM"
"ARM",-1,"ARM"
"ARM",3,"ARM"
"ARM",2,"ARM"
"ARM",2,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",1,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",5,"ARM"
"ARM",2,"ARM"
"ARM",4,"ARM"
"ARM",5,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",2,"ARM"
"ARM",3,"ARM"
"ARM",2,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",4,"ARM"
"ARM",4,"ARM"
"ARM",2,"ARM"
"ARM",2,"ARM"
"ARM",3,"ARM"
"ARM",1,"ARM"
"ARM",5,"ARM"
"ARM",5,"ARM"
"ARM",1,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",2,"ARM"
"ARM",1,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",3,"ARM"
"ARM",4,"ARM"
"ARM",4,"ARM"
"ARM",1,"ARM"
